date,hour,staff_id,name,level,status,predicted_sales,pred_sale_per_hour,max_cost,salary
2026-01-04,23,1,福田 美加子,3,part-time,241840,24184.0,6046,1350
2026-01-04,24,1,福田 美加子,3,part-time,241840,36276.0,9069,1350
2026-01-06,9,2,山下 陽子,4,full-time,202039,10101.95,2525,1400
2026-01-06,10,2,山下 陽子,4,full-time,202039,10101.95,2525,1400
2026-01-06,11,2,山下 陽子,4,full-time,202039,30305.85,7576,1400
2026-01-06,12,2,山下 陽子,4,full-time,202039,50509.75,12627,1400
2026-01-06,13,2,山下 陽子,4,full-time,202039,50509.75,12627,1400
2026-01-06,14,2,山下 陽子,4,full-time,202039,50509.75,12627,1400
2026-01-06,15,2,山下 陽子,4,full-time,202039,50509.75,12627,1400
2026-01-06,16,2,山下 陽子,4,full-time,202039,20203.9,5050,1400
2026-01-06,17,2,山下 陽子,4,full-time,202039,20203.9,5050,1400
2026-01-06,18,2,山下 陽子,4,full-time,202039,40407.8,10101,1400
2026-01-06,19,2,山下 陽子,4,full-time,202039,40407.8,10101,1400
2026-01-06,20,2,山下 陽子,4,full-time,202039,40407.8,10101,1400
2026-01-06,21,2,山下 陽子,4,full-time,202039,30305.85,7576,1400
2026-01-06,22,2,山下 陽子,4,full-time,202039,30305.85,7576,1400
2026-01-06,23,2,山下 陽子,4,full-time,202039,20203.9,5050,1400
2026-01-06,24,2,山下 陽子,4,full-time,202039,30305.85,7576,1400
2026-01-03,9,3,小林 浩,4,part-time,247286,12364.300000000001,3091,1400
2026-01-03,10,3,小林 浩,4,part-time,247286,12364.300000000001,3091,1400
2026-01-03,11,3,小林 浩,4,part-time,247286,37092.9,9273,1400
2026-01-03,12,3,小林 浩,4,part-time,247286,61821.5,15455,1400
2026-01-03,13,3,小林 浩,4,part-time,247286,61821.5,15455,1400
2026-01-03,14,3,小林 浩,4,part-time,247286,61821.5,15455,1400
2026-01-03,15,3,小林 浩,4,part-time,247286,61821.5,15455,1400
2026-01-03,16,3,小林 浩,4,part-time,247286,24728.600000000002,6182,1400
2026-01-03,17,3,小林 浩,4,part-time,247286,24728.600000000002,6182,1400
2026-01-03,18,3,小林 浩,4,part-time,247286,49457.200000000004,12364,1400
2026-01-03,19,3,小林 浩,4,part-time,247286,49457.200000000004,12364,1400
2026-01-03,20,3,小林 浩,4,part-time,247286,49457.200000000004,12364,1400
2026-01-03,21,3,小林 浩,4,part-time,247286,37092.9,9273,1400
2026-01-03,22,3,小林 浩,4,part-time,247286,37092.9,9273,1400
2026-01-03,23,3,小林 浩,4,part-time,247286,24728.600000000002,6182,1400
2026-01-03,24,3,小林 浩,4,part-time,247286,37092.9,9273,1400
2026-01-07,9,3,小林 浩,4,part-time,198619,9930.95,2482,1400
2026-01-07,10,3,小林 浩,4,part-time,198619,9930.95,2482,1400
2026-01-07,11,3,小林 浩,4,part-time,198619,29792.85,7448,1400
2026-01-07,12,3,小林 浩,4,part-time,198619,49654.75,12413,1400
2026-01-07,13,3,小林 浩,4,part-time,198619,49654.75,12413,1400
2026-01-07,14,3,小林 浩,4,part-time,198619,49654.75,12413,1400
2026-01-07,15,3,小林 浩,4,part-time,198619,49654.75,12413,1400
2026-01-07,16,3,小林 浩,4,part-time,198619,19861.9,4965,1400
2026-01-07,17,3,小林 浩,4,part-time,198619,19861.9,4965,1400
2026-01-07,18,3,小林 浩,4,part-time,198619,39723.8,9930,1400
2026-01-07,19,3,小林 浩,4,part-time,198619,39723.8,9930,1400
2026-01-07,20,3,小林 浩,4,part-time,198619,39723.8,9930,1400
2026-01-07,21,3,小林 浩,4,part-time,198619,29792.85,7448,1400
2026-01-07,22,3,小林 浩,4,part-time,198619,29792.85,7448,1400
2026-01-07,23,3,小林 浩,4,part-time,198619,19861.9,4965,1400
2026-01-07,24,3,小林 浩,4,part-time,198619,29792.85,7448,1400
2026-01-03,9,4,藤井 さゆり,4,international,247286,12364.300000000001,3091,1400
2026-01-03,10,4,藤井 さゆり,4,international,247286,12364.300000000001,3091,1400
2026-01-03,11,4,藤井 さゆり,4,international,247286,37092.9,9273,1400
2026-01-03,12,4,藤井 さゆり,4,international,247286,61821.5,15455,1400
2026-01-03,13,4,藤井 さゆり,4,international,247286,61821.5,15455,1400
2026-01-03,14,4,藤井 さゆり,4,international,247286,61821.5,15455,1400
2026-01-03,15,4,藤井 さゆり,4,international,247286,61821.5,15455,1400
2026-01-03,16,4,藤井 さゆり,4,international,247286,24728.600000000002,6182,1400
2026-01-03,17,4,藤井 さゆり,4,international,247286,24728.600000000002,6182,1400
2026-01-03,18,4,藤井 さゆり,4,international,247286,49457.200000000004,12364,1400
2026-01-03,19,4,藤井 さゆり,4,international,247286,49457.200000000004,12364,1400
2026-01-03,20,4,藤井 さゆり,4,international,247286,49457.200000000004,12364,1400
2026-01-03,21,4,藤井 さゆり,4,international,247286,37092.9,9273,1400
2026-01-03,22,4,藤井 さゆり,4,international,247286,37092.9,9273,1400
2026-01-03,23,4,藤井 さゆり,4,international,247286,24728.600000000002,6182,1400
2026-01-03,24,4,藤井 さゆり,4,international,247286,37092.9,9273,1400
2026-01-04,9,4,藤井 さゆり,4,international,241840,12092.0,3023,1400
2026-01-04,10,4,藤井 さゆり,4,international,241840,12092.0,3023,1400
2026-01-04,11,4,藤井 さゆり,4,international,241840,36276.0,9069,1400
2026-01-04,12,4,藤井 さゆり,4,international,241840,60460.0,15115,1400
2026-01-04,13,4,藤井 さゆり,4,international,241840,60460.0,15115,1400
2026-01-04,14,4,藤井 さゆり,4,international,241840,60460.0,15115,1400
2026-01-04,15,4,藤井 さゆり,4,international,241840,60460.0,15115,1400
2026-01-04,16,4,藤井 さゆり,4,international,241840,24184.0,6046,1400
2026-01-04,17,4,藤井 さゆり,4,international,241840,24184.0,6046,1400
2026-01-04,18,4,藤井 さゆり,4,international,241840,48368.0,12092,1400
2026-01-04,19,4,藤井 さゆり,4,international,241840,48368.0,12092,1400
2026-01-04,20,4,藤井 さゆり,4,international,241840,48368.0,12092,1400
2026-01-04,21,4,藤井 さゆり,4,international,241840,36276.0,9069,1400
2026-01-04,22,4,藤井 さゆり,4,international,241840,36276.0,9069,1400
2026-01-04,23,4,藤井 さゆり,4,international,241840,24184.0,6046,1400
2026-01-04,24,4,藤井 さゆり,4,international,241840,36276.0,9069,1400
2026-01-02,9,5,近藤 稔,2,international,205241,10262.050000000001,2565,1300
2026-01-02,10,5,近藤 稔,2,international,205241,10262.050000000001,2565,1300
2026-01-02,11,5,近藤 稔,2,international,205241,30786.149999999998,7696,1300
2026-01-02,12,5,近藤 稔,2,international,205241,51310.25,12827,1300
2026-01-02,13,5,近藤 稔,2,international,205241,51310.25,12827,1300
2026-01-02,14,5,近藤 稔,2,international,205241,51310.25,12827,1300
2026-01-02,15,5,近藤 稔,2,international,205241,51310.25,12827,1300
2026-01-02,16,5,近藤 稔,2,international,205241,20524.100000000002,5131,1300
2026-01-02,17,5,近藤 稔,2,international,205241,20524.100000000002,5131,1300
2026-01-02,18,5,近藤 稔,2,international,205241,41048.200000000004,10262,1300
2026-01-02,19,5,近藤 稔,2,international,205241,41048.200000000004,10262,1300
2026-01-02,20,5,近藤 稔,2,international,205241,41048.200000000004,10262,1300
2026-01-02,21,5,近藤 稔,2,international,205241,30786.149999999998,7696,1300
2026-01-02,22,5,近藤 稔,2,international,205241,30786.149999999998,7696,1300
2026-01-02,23,5,近藤 稔,2,international,205241,20524.100000000002,5131,1300
2026-01-02,24,5,近藤 稔,2,international,205241,30786.149999999998,7696,1300
2026-01-06,9,5,近藤 稔,2,international,202039,10101.95,2525,1300
2026-01-06,10,5,近藤 稔,2,international,202039,10101.95,2525,1300
2026-01-06,11,5,近藤 稔,2,international,202039,30305.85,7576,1300
2026-01-06,12,5,近藤 稔,2,international,202039,50509.75,12627,1300
2026-01-06,13,5,近藤 稔,2,international,202039,50509.75,12627,1300
2026-01-06,14,5,近藤 稔,2,international,202039,50509.75,12627,1300
2026-01-06,15,5,近藤 稔,2,international,202039,50509.75,12627,1300
2026-01-06,16,5,近藤 稔,2,international,202039,20203.9,5050,1300
2026-01-06,17,5,近藤 稔,2,international,202039,20203.9,5050,1300
2026-01-06,18,5,近藤 稔,2,international,202039,40407.8,10101,1300
2026-01-06,19,5,近藤 稔,2,international,202039,40407.8,10101,1300
2026-01-06,20,5,近藤 稔,2,international,202039,40407.8,10101,1300
2026-01-06,21,5,近藤 稔,2,international,202039,30305.85,7576,1300
2026-01-06,22,5,近藤 稔,2,international,202039,30305.85,7576,1300
2026-01-06,23,5,近藤 稔,2,international,202039,20203.9,5050,1300
2026-01-06,24,5,近藤 稔,2,international,202039,30305.85,7576,1300
2026-01-03,9,5,近藤 稔,2,international,247286,12364.300000000001,3091,1300
2026-01-03,10,5,近藤 稔,2,international,247286,12364.300000000001,3091,1300
2026-01-03,11,5,近藤 稔,2,international,247286,37092.9,9273,1300
2026-01-03,12,5,近藤 稔,2,international,247286,61821.5,15455,1300
2026-01-03,13,5,近藤 稔,2,international,247286,61821.5,15455,1300
2026-01-03,14,5,近藤 稔,2,international,247286,61821.5,15455,1300
2026-01-03,15,5,近藤 稔,2,international,247286,61821.5,15455,1300
2026-01-03,16,5,近藤 稔,2,international,247286,24728.600000000002,6182,1300
2026-01-03,17,5,近藤 稔,2,international,247286,24728.600000000002,6182,1300
2026-01-03,18,5,近藤 稔,2,international,247286,49457.200000000004,12364,1300
2026-01-03,19,5,近藤 稔,2,international,247286,49457.200000000004,12364,1300
2026-01-03,20,5,近藤 稔,2,international,247286,49457.200000000004,12364,1300
2026-01-03,21,5,近藤 稔,2,international,247286,37092.9,9273,1300
2026-01-03,22,5,近藤 稔,2,international,247286,37092.9,9273,1300
2026-01-03,23,5,近藤 稔,2,international,247286,24728.600000000002,6182,1300
2026-01-03,24,5,近藤 稔,2,international,247286,37092.9,9273,1300
2026-01-06,9,7,佐藤 裕美子,3,international,202039,10101.95,2525,1350
2026-01-06,10,7,佐藤 裕美子,3,international,202039,10101.95,2525,1350
2026-01-06,11,7,佐藤 裕美子,3,international,202039,30305.85,7576,1350
2026-01-06,12,7,佐藤 裕美子,3,international,202039,50509.75,12627,1350
2026-01-06,13,7,佐藤 裕美子,3,international,202039,50509.75,12627,1350
2026-01-06,14,7,佐藤 裕美子,3,international,202039,50509.75,12627,1350
2026-01-06,15,7,佐藤 裕美子,3,international,202039,50509.75,12627,1350
2026-01-06,16,7,佐藤 裕美子,3,international,202039,20203.9,5050,1350
2026-01-06,17,7,佐藤 裕美子,3,international,202039,20203.9,5050,1350
2026-01-06,18,7,佐藤 裕美子,3,international,202039,40407.8,10101,1350
2026-01-06,19,7,佐藤 裕美子,3,international,202039,40407.8,10101,1350
2026-01-06,20,7,佐藤 裕美子,3,international,202039,40407.8,10101,1350
2026-01-06,21,7,佐藤 裕美子,3,international,202039,30305.85,7576,1350
2026-01-06,22,7,佐藤 裕美子,3,international,202039,30305.85,7576,1350
2026-01-06,23,7,佐藤 裕美子,3,international,202039,20203.9,5050,1350
2026-01-06,24,7,佐藤 裕美子,3,international,202039,30305.85,7576,1350
2026-01-06,9,8,佐々木 結衣,3,international,202039,10101.95,2525,1350
2026-01-06,10,8,佐々木 結衣,3,international,202039,10101.95,2525,1350
2026-01-06,11,8,佐々木 結衣,3,international,202039,30305.85,7576,1350
2026-01-06,12,8,佐々木 結衣,3,international,202039,50509.75,12627,1350
2026-01-06,13,8,佐々木 結衣,3,international,202039,50509.75,12627,1350
2026-01-06,14,8,佐々木 結衣,3,international,202039,50509.75,12627,1350
2026-01-06,15,8,佐々木 結衣,3,international,202039,50509.75,12627,1350
2026-01-06,16,8,佐々木 結衣,3,international,202039,20203.9,5050,1350
2026-01-06,17,8,佐々木 結衣,3,international,202039,20203.9,5050,1350
2026-01-06,18,8,佐々木 結衣,3,international,202039,40407.8,10101,1350
2026-01-06,19,8,佐々木 結衣,3,international,202039,40407.8,10101,1350
2026-01-06,20,8,佐々木 結衣,3,international,202039,40407.8,10101,1350
2026-01-06,21,8,佐々木 結衣,3,international,202039,30305.85,7576,1350
2026-01-06,22,8,佐々木 結衣,3,international,202039,30305.85,7576,1350
2026-01-06,23,8,佐々木 結衣,3,international,202039,20203.9,5050,1350
2026-01-06,24,8,佐々木 結衣,3,international,202039,30305.85,7576,1350
2026-01-03,9,8,佐々木 結衣,3,international,247286,12364.300000000001,3091,1350
2026-01-03,10,8,佐々木 結衣,3,international,247286,12364.300000000001,3091,1350
2026-01-03,11,8,佐々木 結衣,3,international,247286,37092.9,9273,1350
2026-01-03,12,8,佐々木 結衣,3,international,247286,61821.5,15455,1350
2026-01-03,13,8,佐々木 結衣,3,international,247286,61821.5,15455,1350
2026-01-03,14,8,佐々木 結衣,3,international,247286,61821.5,15455,1350
2026-01-03,15,8,佐々木 結衣,3,international,247286,61821.5,15455,1350
2026-01-03,16,8,佐々木 結衣,3,international,247286,24728.600000000002,6182,1350
2026-01-03,17,8,佐々木 結衣,3,international,247286,24728.600000000002,6182,1350
2026-01-03,18,8,佐々木 結衣,3,international,247286,49457.200000000004,12364,1350
2026-01-03,19,8,佐々木 結衣,3,international,247286,49457.200000000004,12364,1350
2026-01-03,20,8,佐々木 結衣,3,international,247286,49457.200000000004,12364,1350
2026-01-03,21,8,佐々木 結衣,3,international,247286,37092.9,9273,1350
2026-01-03,22,8,佐々木 結衣,3,international,247286,37092.9,9273,1350
2026-01-03,23,8,佐々木 結衣,3,international,247286,24728.600000000002,6182,1350
2026-01-03,24,8,佐々木 結衣,3,international,247286,37092.9,9273,1350
2026-01-07,9,9,小林 亮介,2,part-time,198619,9930.95,2482,1300
2026-01-07,10,9,小林 亮介,2,part-time,198619,9930.95,2482,1300
2026-01-07,11,9,小林 亮介,2,part-time,198619,29792.85,7448,1300
2026-01-07,12,9,小林 亮介,2,part-time,198619,49654.75,12413,1300
2026-01-07,13,9,小林 亮介,2,part-time,198619,49654.75,12413,1300
2026-01-07,14,9,小林 亮介,2,part-time,198619,49654.75,12413,1300
2026-01-07,15,9,小林 亮介,2,part-time,198619,49654.75,12413,1300
2026-01-07,16,9,小林 亮介,2,part-time,198619,19861.9,4965,1300
2026-01-07,17,9,小林 亮介,2,part-time,198619,19861.9,4965,1300
2026-01-07,18,9,小林 亮介,2,part-time,198619,39723.8,9930,1300
2026-01-07,19,9,小林 亮介,2,part-time,198619,39723.8,9930,1300
2026-01-07,20,9,小林 亮介,2,part-time,198619,39723.8,9930,1300
2026-01-07,21,9,小林 亮介,2,part-time,198619,29792.85,7448,1300
2026-01-07,22,9,小林 亮介,2,part-time,198619,29792.85,7448,1300
2026-01-07,23,9,小林 亮介,2,part-time,198619,19861.9,4965,1300
2026-01-07,24,9,小林 亮介,2,part-time,198619,29792.85,7448,1300
2026-01-05,9,9,小林 亮介,2,part-time,199526,9976.300000000001,2494,1300
2026-01-05,10,9,小林 亮介,2,part-time,199526,9976.300000000001,2494,1300
2026-01-05,11,9,小林 亮介,2,part-time,199526,29928.899999999998,7482,1300
2026-01-05,12,9,小林 亮介,2,part-time,199526,49881.5,12470,1300
2026-01-05,13,9,小林 亮介,2,part-time,199526,49881.5,12470,1300
2026-01-05,14,9,小林 亮介,2,part-time,199526,49881.5,12470,1300
2026-01-05,15,9,小林 亮介,2,part-time,199526,49881.5,12470,1300
2026-01-05,16,9,小林 亮介,2,part-time,199526,19952.600000000002,4988,1300
2026-01-05,17,9,小林 亮介,2,part-time,199526,19952.600000000002,4988,1300
2026-01-05,18,9,小林 亮介,2,part-time,199526,39905.200000000004,9976,1300
2026-01-05,19,9,小林 亮介,2,part-time,199526,39905.200000000004,9976,1300
2026-01-05,20,9,小林 亮介,2,part-time,199526,39905.200000000004,9976,1300
2026-01-05,21,9,小林 亮介,2,part-time,199526,29928.899999999998,7482,1300
2026-01-05,22,9,小林 亮介,2,part-time,199526,29928.899999999998,7482,1300
2026-01-05,23,9,小林 亮介,2,part-time,199526,19952.600000000002,4988,1300
2026-01-05,24,9,小林 亮介,2,part-time,199526,29928.899999999998,7482,1300
2026-01-04,9,9,小林 亮介,2,part-time,241840,12092.0,3023,1300
2026-01-04,10,9,小林 亮介,2,part-time,241840,12092.0,3023,1300
2026-01-04,11,9,小林 亮介,2,part-time,241840,36276.0,9069,1300
2026-01-04,12,9,小林 亮介,2,part-time,241840,60460.0,15115,1300
2026-01-04,13,9,小林 亮介,2,part-time,241840,60460.0,15115,1300
2026-01-04,14,9,小林 亮介,2,part-time,241840,60460.0,15115,1300
2026-01-04,15,9,小林 亮介,2,part-time,241840,60460.0,15115,1300
2026-01-04,16,9,小林 亮介,2,part-time,241840,24184.0,6046,1300
2026-01-04,17,9,小林 亮介,2,part-time,241840,24184.0,6046,1300
2026-01-04,18,9,小林 亮介,2,part-time,241840,48368.0,12092,1300
2026-01-04,19,9,小林 亮介,2,part-time,241840,48368.0,12092,1300
2026-01-04,20,9,小林 亮介,2,part-time,241840,48368.0,12092,1300
2026-01-04,21,9,小林 亮介,2,part-time,241840,36276.0,9069,1300
2026-01-04,22,9,小林 亮介,2,part-time,241840,36276.0,9069,1300
2026-01-04,23,9,小林 亮介,2,part-time,241840,24184.0,6046,1300
2026-01-04,24,9,小林 亮介,2,part-time,241840,36276.0,9069,1300
2026-01-02,9,9,小林 亮介,2,part-time,205241,10262.050000000001,2565,1300
2026-01-02,10,9,小林 亮介,2,part-time,205241,10262.050000000001,2565,1300
2026-01-02,11,9,小林 亮介,2,part-time,205241,30786.149999999998,7696,1300
2026-01-02,12,9,小林 亮介,2,part-time,205241,51310.25,12827,1300
2026-01-02,13,9,小林 亮介,2,part-time,205241,51310.25,12827,1300
2026-01-02,14,9,小林 亮介,2,part-time,205241,51310.25,12827,1300
2026-01-02,15,9,小林 亮介,2,part-time,205241,51310.25,12827,1300
2026-01-02,16,9,小林 亮介,2,part-time,205241,20524.100000000002,5131,1300
2026-01-02,17,9,小林 亮介,2,part-time,205241,20524.100000000002,5131,1300
2026-01-02,18,9,小林 亮介,2,part-time,205241,41048.200000000004,10262,1300
2026-01-02,19,9,小林 亮介,2,part-time,205241,41048.200000000004,10262,1300
2026-01-02,20,9,小林 亮介,2,part-time,205241,41048.200000000004,10262,1300
2026-01-02,21,9,小林 亮介,2,part-time,205241,30786.149999999998,7696,1300
2026-01-02,22,9,小林 亮介,2,part-time,205241,30786.149999999998,7696,1300
2026-01-02,23,9,小林 亮介,2,part-time,205241,20524.100000000002,5131,1300
2026-01-02,24,9,小林 亮介,2,part-time,205241,30786.149999999998,7696,1300
2026-01-04,9,10,伊藤 和也,3,part-time,241840,12092.0,3023,1350
2026-01-04,10,10,伊藤 和也,3,part-time,241840,12092.0,3023,1350
2026-01-04,11,10,伊藤 和也,3,part-time,241840,36276.0,9069,1350
2026-01-04,12,10,伊藤 和也,3,part-time,241840,60460.0,15115,1350
2026-01-04,13,10,伊藤 和也,3,part-time,241840,60460.0,15115,1350
2026-01-04,14,10,伊藤 和也,3,part-time,241840,60460.0,15115,1350
2026-01-04,15,10,伊藤 和也,3,part-time,241840,60460.0,15115,1350
2026-01-04,16,10,伊藤 和也,3,part-time,241840,24184.0,6046,1350
2026-01-04,17,10,伊藤 和也,3,part-time,241840,24184.0,6046,1350
2026-01-04,18,10,伊藤 和也,3,part-time,241840,48368.0,12092,1350
2026-01-04,19,10,伊藤 和也,3,part-time,241840,48368.0,12092,1350
2026-01-04,20,10,伊藤 和也,3,part-time,241840,48368.0,12092,1350
2026-01-04,21,10,伊藤 和也,3,part-time,241840,36276.0,9069,1350
2026-01-04,22,10,伊藤 和也,3,part-time,241840,36276.0,9069,1350
2026-01-04,23,10,伊藤 和也,3,part-time,241840,24184.0,6046,1350
2026-01-04,24,10,伊藤 和也,3,part-time,241840,36276.0,9069,1350
2026-01-07,9,10,伊藤 和也,3,part-time,198619,9930.95,2482,1350
2026-01-07,10,10,伊藤 和也,3,part-time,198619,9930.95,2482,1350
2026-01-07,11,10,伊藤 和也,3,part-time,198619,29792.85,7448,1350
2026-01-07,12,10,伊藤 和也,3,part-time,198619,49654.75,12413,1350
2026-01-07,13,10,伊藤 和也,3,part-time,198619,49654.75,12413,1350
2026-01-07,14,10,伊藤 和也,3,part-time,198619,49654.75,12413,1350
2026-01-07,15,10,伊藤 和也,3,part-time,198619,49654.75,12413,1350
2026-01-07,16,10,伊藤 和也,3,part-time,198619,19861.9,4965,1350
2026-01-07,17,10,伊藤 和也,3,part-time,198619,19861.9,4965,1350
2026-01-07,18,10,伊藤 和也,3,part-time,198619,39723.8,9930,1350
2026-01-07,19,10,伊藤 和也,3,part-time,198619,39723.8,9930,1350
2026-01-07,20,10,伊藤 和也,3,part-time,198619,39723.8,9930,1350
2026-01-07,21,10,伊藤 和也,3,part-time,198619,29792.85,7448,1350
2026-01-07,22,10,伊藤 和也,3,part-time,198619,29792.85,7448,1350
2026-01-07,23,10,伊藤 和也,3,part-time,198619,19861.9,4965,1350
2026-01-07,24,10,伊藤 和也,3,part-time,198619,29792.85,7448,1350
2026-01-05,9,10,伊藤 和也,3,part-time,199526,9976.300000000001,2494,1350
2026-01-05,10,10,伊藤 和也,3,part-time,199526,9976.300000000001,2494,1350
2026-01-05,11,10,伊藤 和也,3,part-time,199526,29928.899999999998,7482,1350
2026-01-05,12,10,伊藤 和也,3,part-time,199526,49881.5,12470,1350
2026-01-05,13,10,伊藤 和也,3,part-time,199526,49881.5,12470,1350
2026-01-05,14,10,伊藤 和也,3,part-time,199526,49881.5,12470,1350
2026-01-05,15,10,伊藤 和也,3,part-time,199526,49881.5,12470,1350
2026-01-05,16,10,伊藤 和也,3,part-time,199526,19952.600000000002,4988,1350
2026-01-05,17,10,伊藤 和也,3,part-time,199526,19952.600000000002,4988,1350
2026-01-05,18,10,伊藤 和也,3,part-time,199526,39905.200000000004,9976,1350
2026-01-05,19,10,伊藤 和也,3,part-time,199526,39905.200000000004,9976,1350
2026-01-05,20,10,伊藤 和也,3,part-time,199526,39905.200000000004,9976,1350
2026-01-05,21,10,伊藤 和也,3,part-time,199526,29928.899999999998,7482,1350
2026-01-05,22,10,伊藤 和也,3,part-time,199526,29928.899999999998,7482,1350
2026-01-05,23,10,伊藤 和也,3,part-time,199526,19952.600000000002,4988,1350
2026-01-05,24,10,伊藤 和也,3,part-time,199526,29928.899999999998,7482,1350
2026-01-03,9,10,伊藤 和也,3,part-time,247286,12364.300000000001,3091,1350
2026-01-03,10,10,伊藤 和也,3,part-time,247286,12364.300000000001,3091,1350
2026-01-03,11,10,伊藤 和也,3,part-time,247286,37092.9,9273,1350
2026-01-03,12,10,伊藤 和也,3,part-time,247286,61821.5,15455,1350
2026-01-03,13,10,伊藤 和也,3,part-time,247286,61821.5,15455,1350
2026-01-03,14,10,伊藤 和也,3,part-time,247286,61821.5,15455,1350
2026-01-03,15,10,伊藤 和也,3,part-time,247286,61821.5,15455,1350
2026-01-03,16,10,伊藤 和也,3,part-time,247286,24728.600000000002,6182,1350
2026-01-03,17,10,伊藤 和也,3,part-time,247286,24728.600000000002,6182,1350
2026-01-03,18,10,伊藤 和也,3,part-time,247286,49457.200000000004,12364,1350
2026-01-03,19,10,伊藤 和也,3,part-time,247286,49457.200000000004,12364,1350
2026-01-03,20,10,伊藤 和也,3,part-time,247286,49457.200000000004,12364,1350
2026-01-03,21,10,伊藤 和也,3,part-time,247286,37092.9,9273,1350
2026-01-03,22,10,伊藤 和也,3,part-time,247286,37092.9,9273,1350
2026-01-03,23,10,伊藤 和也,3,part-time,247286,24728.600000000002,6182,1350
2026-01-03,24,10,伊藤 和也,3,part-time,247286,37092.9,9273,1350
2026-01-06,9,11,長谷川 零,1,part-time,202039,10101.95,2525,1300
2026-01-06,10,11,長谷川 零,1,part-time,202039,10101.95,2525,1300
2026-01-06,11,11,長谷川 零,1,part-time,202039,30305.85,7576,1300
2026-01-06,12,11,長谷川 零,1,part-time,202039,50509.75,12627,1300
2026-01-06,13,11,長谷川 零,1,part-time,202039,50509.75,12627,1300
2026-01-06,14,11,長谷川 零,1,part-time,202039,50509.75,12627,1300
